ID_Livraison,Date_Livraison,ID_Entreprise,ID_Route,ID_Vehicule,ID_Client,Distance_km,Duree_heures,Carburant_litres,Poids_Tonnes,NbColis,Cout_Carburant_FCFA,Cout_Peage_FCFA,Cout_Chauffeur_FCFA,Cout_Maintenance_FCFA,Cout_Assurance_FCFA,Cout_Total_FCFA,Prix_Facture_FCFA,Marge_FCFA,Taux_Marge_Pourcent,Statut_Livraison,Satisfaction_Client
L00181,2020-01-27,E004,R007,V003,C0355,620,15.34,263.0,13.41,16,170950,16807,43690,15862,5331,252640,911407,658767,72.28,Livrée,4
L00182,2020-01-27,E006,R009,V002,C0497,120,1.83,38.13,9.28,187,24784,3276,4885,3205,9992,46142,122004,75862,62.18,Livrée,5
L00183,2020-01-27,E006,R002,V008,C0294,340,7.56,65.61,3.19,137,42646,8275,22807,6185,6604,86517,154292,67775,43.93,Livrée,4
L00184,2020-01-27,E002,R004,V006,C0145,275,5.82,90.81,13.49,134,59026,5914,16480,5477,6544,93441,396756,303315,76.45,Livrée,4
L00185,2020-01-27,E005,R009,V008,C0027,120,2.6,27.51,4.28,85,17882,2931,7714,3340,9057,40924,62317,21393,34.33,Livrée,3
L00186,2020-01-28,E005,R014,V007,C0017,165,3.45,53.46,8.14,56,34749,5018,7863,2552,11053,61235,160255,99020,61.79,Livrée,5
L00187,2020-01-28,E006,R002,V005,C0063,340,7.03,43.83,1.4,76,28490,11152,16122,6780,8058,70602,50778,-19824,-39.04,Livrée,5
L00188,2020-01-28,E005,R010,V007,C0267,340,7.73,110.79,9.82,75,72014,9418,22936,5396,9870,119634,318447,198813,62.43,Livrée,5
L00189,2020-01-28,E001,R011,V003,C0064,275,5.98,104.91,14.86,86,68192,7208,19291,5724,9222,109637,592275,482638,81.49,Livrée,4
L00190,2020-01-28,E006,R013,V008,C0039,420,7.85,95.43,2.59,15,62030,14041,15739,12184,5962,109956,113593,3637,3.2,Livrée,5
L00191,2020-01-28,E006,R001,V002,C0130,420,6.54,119.85,7.38,64,77902,11185,20505,8062,6523,124177,377970,253793,67.15,Livrée,5
L00192,2020-01-28,E004,R010,V001,C0115,340,6.86,118.13,9.55,198,76784,11759,16118,9272,9957,123890,431691,307801,71.3,Livrée,5
L00193,2020-01-29,E005,R008,V001,C0450,235,4.25,79.23,16.23,149,51500,4825,13830,6685,6137,82977,352747,269770,76.48,Livrée,5
L00194,2020-01-29,E006,R009,V005,C0438,120,2.64,15.98,0.85,107,10387,2571,7509,3171,10503,34141,14283,-19858,-139.03,Livrée,5
L00195,2020-01-29,E001,R007,V005,C0413,620,16.21,68.62,0.81,23,44603,20393,39986,9313,6639,120934,64532,-56402,-87.4,Livrée,4
L00196,2020-01-29,E004,R008,V002,C0045,235,4.19,66.79,10.75,88,43414,6231,12733,5119,5900,73397,215187,141790,65.89,Livrée,5
L00197,2020-01-29,E002,R004,V005,C0216,275,5.41,36.3,0.94,117,23595,8263,16098,5861,11733,65550,26272,-39278,-149.51,Livrée,5
L00198,2020-01-29,E006,R004,V008,C0088,275,5.07,60.65,2.95,41,39422,7291,12735,6631,9913,75992,119311,43319,36.31,Livrée,5
L00199,2020-01-29,E001,R013,V008,C0336,420,7.7,86.63,2.64,47,56310,9922,17788,8800,11019,103839,158027,54188,34.29,Livrée,5
L00200,2020-01-30,E003,R002,V005,C0415,340,6.62,42.9,1.21,129,27885,8754,14250,8071,9781,68741,47317,-21424,-45.28,Livrée,5
L00201,2020-01-30,E001,R008,V001,C0177,235,4.45,87.49,17.36,153,56868,6769,9940,4267,6822,84666,484251,399585,82.52,Livrée,5
L00202,2020-01-30,E001,R015,V002,C0491,45,1.6,14.15,7.75,149,9198,0,3466,1213,8127,22004,42897,20893,48.71,Livrée,5
L00203,2020-01-30,E004,R011,V006,C0265,275,5.48,97.0,12.64,148,63050,6860,15090,5292,8111,98403,424924,326521,76.84,Livrée,5
L00204,2020-01-30,E002,R002,V005,C0411,340,6.79,36.94,1.42,24,24011,7353,16280,5434,9218,62296,66378,4082,6.15,Livrée,5
L00205,2020-01-30,E003,R009,V002,C0440,120,2.46,37.82,10.92,157,24583,2605,6084,1963,7852,43087,171142,128055,74.82,Livrée,4
L00206,2020-01-30,E005,R014,V003,C0105,165,2.92,64.96,19.35,123,42224,5373,7065,2608,5882,63152,313569,250417,79.86,Livrée,4
L00207,2020-01-31,E005,R004,V001,C0381,275,6.38,100.7,13.59,8,65455,8715,19967,5188,7172,106497,376781,270284,71.74,Livrée,5
L00208,2020-01-31,E001,R001,V006,C0334,420,6.69,153.59,12.79,42,99834,13005,21747,9742,8323,152651,484855,332204,68.52,Livrée,5
L00209,2020-01-31,E004,R013,V008,C0301,420,7.69,90.39,3.72,196,58754,9622,21266,9097,7967,106706,213897,107191,50.11,Livrée,5
L00210,2020-01-31,E004,R004,V001,C0473,275,5.21,88.66,17.22,188,57629,6586,13873,6773,8506,93367,433045,339678,78.44,Livrée,5
L00211,2020-01-31,E005,R003,V001,C0171,165,2.93,63.31,18.0,106,41152,3531,9739,4135,11127,69684,256989,187305,72.88,Livrée,5
L00212,2020-01-31,E003,R012,V008,C0108,35,0.24,7.73,2.89,97,5024,0,587,1037,9918,16566,11398,-5168,-45.34,Livrée,5
L00213,2020-01-31,E002,R006,V004,C0406,195,3.45,37.61,1.83,142,24446,5325,10993,5310,6614,52688,52972,284,0.54,Livrée,5
L00214,2020-02-01,E003,R007,V002,C0355,620,15.24,168.72,6.28,77,109668,15450,40170,15395,6912,187595,544692,357097,65.56,Livrée,4
L00215,2020-02-01,E006,R008,V008,C0161,235,4.17,45.54,4.2,146,29601,5381,12684,5416,9228,62310,81956,19646,23.97,Livrée,5
L00216,2020-02-01,E006,R002,V003,C0283,340,6.89,147.71,16.44,22,96012,9924,15325,7229,7349,135839,509710,373871,73.35,Livrée,5
L00217,2020-02-01,E002,R006,V005,C0040,195,4.74,22.27,0.88,46,14476,5117,11696,5228,5351,41868,25655,-16213,-63.2,Livrée,5
L00218,2020-02-01,E005,R015,V003,C0026,45,0.66,17.8,19.6,69,11570,0,1443,1213,8470,22696,104745,82049,78.33,Livrée,5
L00219,2020-02-01,E002,R006,V002,C0083,195,4.38,51.19,6.43,73,33274,5705,14359,3277,11282,67897,153892,85995,55.88,Livrée,5
L00220,2020-02-01,E004,R010,V008,C0173,340,7.5,77.74,2.9,159,50531,7724,25070,7940,11552,102817,83006,-19811,-23.87,Livrée,5
L00221,2020-02-02,E006,R012,V001,C0487,35,0.64,11.61,13.29,166,7546,0,2064,842,7523,17975,48248,30273,62.74,Livrée,4
L00222,2020-02-02,E001,R005,V008,C0173,185,3.16,36.52,4.48,11,23738,4267,10574,3379,9457,51415,114387,62972,55.05,Livrée,5
L00223,2020-02-02,E001,R010,V004,C0282,340,6.86,65.72,3.05,37,42718,8097,13946,9934,5115,79810,111431,31621,28.38,Livrée,5
L00224,2020-02-02,E005,R010,V002,C0070,340,7.6,97.53,9.96,65,63394,8667,22752,6841,7431,109085,318505,209420,65.75,Livrée,4
L00225,2020-02-02,E004,R007,V006,C0323,620,15.75,230.27,10.76,120,149676,18874,43532,13178,11964,237224,947380,710156,74.96,Livrée,4
L00226,2020-02-02,E003,R003,V006,C0006,165,2.75,57.5,15.96,112,37375,5407,7126,4231,6034,60173,260187,200014,76.87,Livrée,5
L00227,2020-02-02,E004,R004,V002,C0284,275,5.02,81.57,7.5,96,53020,7734,11699,7231,7124,86808,262619,175811,66.95,Livrée,5
L00228,2020-02-03,E001,R010,V005,C0195,340,6.89,37.4,1.32,109,24310,10669,18407,8705,7255,69346,65548,-3798,-5.79,Livrée,5
L00229,2020-02-03,E001,R013,V003,C0013,420,7.65,185.23,17.96,110,120400,8546,26458,8179,6745,170328,1008075,837747,83.1,Livrée,5
L00230,2020-02-03,E006,R009,V003,C0063,120,2.3,50.33,22.64,29,32714,4046,7537,2619,5001,51917,263844,211927,80.32,Livrée,5
L00231,2020-02-03,E004,R004,V005,C0013,275,6.2,34.48,1.31,147,22412,9444,14553,6128,11842,64379,33585,-30794,-91.69,Livrée,5
L00232,2020-02-03,E004,R003,V004,C0249,165,3.05,31.25,2.47,134,20312,4808,9424,4113,5479,44136,41048,-3088,-7.52,Livrée,5
L00233,2020-02-03,E001,R014,V001,C0205,165,2.88,66.22,17.2,80,43043,4006,8056,4315,5094,64514,399699,335185,83.86,Livrée,5
L00234,2020-02-04,E003,R002,V007,C0385,340,6.78,97.26,10.45,156,63219,11124,13674,8370,5919,102306,408575,306269,74.96,Livrée,5
L00235,2020-02-04,E005,R005,V007,C0253,185,2.82,50.83,8.91,199,33040,5439,9833,5248,9152,62712,195029,132317,67.84,Livrée,4
L00236,2020-02-04,E005,R004,V001,C0040,275,5.35,88.97,14.18,198,57830,8116,11469,5664,7965,91044,372280,281236,75.54,Livrée,5
L00237,2020-02-04,E004,R013,V006,C0165,420,7.41,163.59,10.96,84,106334,11437,17552,10212,8774,154309,508487,354178,69.65,En retard,1
L00238,2020-02-04,E005,R013,V004,C0031,420,7.6,84.84,2.93,118,55146,13034,25499,6644,8192,108515,113537,5022,4.42,Livrée,5
L00239,2020-02-04,E001,R008,V005,C0500,235,3.81,27.8,1.35,86,18070,6515,12506,6141,10847,54079,33064,-21015,-63.56,Livrée,4
L00240,2020-02-04,E001,R007,V007,C0017,620,15.1,195.13,7.53,63,126834,15916,51690,13202,10716,218358,568105,349747,61.56,Annulée,1
L00241,2020-02-05,E004,R006,V002,C0137,195,4.8,59.87,11.21,192,38916,6228,12739,4056,6343,68282,289190,220908,76.39,Livrée,5
L00242,2020-02-05,E004,R011,V008,C0365,275,6.48,50.41,2.7,74,32766,8980,16415,5853,10824,74838,108881,34043,31.27,Livrée,4
L00243,2020-02-05,E006,R012,V003,C0320,35,1.22,13.45,17.12,157,8742,0,2812,783,7577,19914,48552,28638,58.98,Livrée,5
L00244,2020-02-05,E004,R002,V008,C0313,340,6.39,68.14,3.02,104,44291,11089,14170,7929,9750,87229,147652,60423,40.92,Livrée,5
L00245,2020-02-05,E003,R003,V002,C0397,165,3.19,48.42,7.4,93,31473,3367,6813,2863,5954,50470,129451,78981,61.01,Livrée,5
L00246,2020-02-05,E005,R010,V003,C0165,340,7.61,147.34,13.53,69,95771,7258,20508,9292,6359,139188,493247,354059,71.78,Livrée,5
L00247,2020-02-05,E004,R009,V002,C0398,120,1.88,35.97,7.34,106,23380,3095,5544,2765,8843,43627,71919,28292,39.34,Livrée,5
L00248,2020-02-06,E002,R013,V005,C0459,420,6.77,48.59,0.99,94,31584,9783,14257,8492,11853,75969,52273,-23696,-45.33,Livrée,4
L00249,2020-02-06,E006,R009,V005,C0281,120,2.79,15.82,1.17,195,10283,4113,6546,2911,11210,35063,12218,-22845,-186.98,Livrée,4
L00250,2020-02-06,E002,R015,V004,C0223,45,0.82,8.79,2.35,9,5713,0,1677,1144,11542,20076,8667,-11409,-131.64,Livrée,4
L00251,2020-02-06,E001,R005,V002,C0122,185,2.74,47.33,10.21,107,30764,5933,8809,3109,7111,55726,277587,221861,79.92,Livrée,5
L00252,2020-02-06,E005,R014,V002,C0078,165,3.01,52.47,8.69,74,34106,4287,7058,3283,10969,59703,169335,109632,64.74,Livrée,5
L00253,2020-02-06,E004,R003,V004,C0313,165,2.67,31.22,2.92,19,20293,5061,8651,4768,7885,46658,40484,-6174,-15.25,Livrée,5
L00254,2020-02-06,E002,R002,V004,C0327,340,6.62,59.47,2.02,19,38656,10104,16800,7943,7887,81390,66301,-15089,-22.76,Livrée,5
L00255,2020-02-07,E005,R008,V008,C0088,235,4.61,46.29,3.63,131,30088,6065,14864,4310,5834,61161,104051,42890,41.22,Livrée,5
L00256,2020-02-07,E001,R015,V005,C0113,45,0.89,5.18,0.81,54,3367,0,2793,1264,6969,14393,3181,-11212,-352.47,Livrée,5
L00257,2020-02-07,E003,R006,V008,C0100,195,4.86,38.99,4.22,16,25344,4544,10936,3431,6348,50603,123285,72682,58.95,Livrée,5
L00258,2020-02-07,E006,R010,V005,C0426,340,6.84,43.76,0.95,90,28444,9204,17056,6452,11480,72636,33761,-38875,-115.15,Livrée,5
L00259,2020-02-07,E005,R011,V008,C0426,275,5.28,59.04,3.77,149,38376,7177,16753,7049,6344,75699,128882,53183,41.26,Livrée,4
L00260,2020-02-07,E005,R012,V006,C0303,35,0.17,13.64,16.67,98,8866,0,410,825,6696,16797,72935,56138,76.97,Livrée,4
L00261,2020-02-07,E003,R007,V002,C0372,620,16.1,162.7,7.34,51,105755,20347,47139,14968,11449,199658,527545,327887,62.15,Livrée,5
L00262,2020-02-08,E005,R001,V008,C0428,420,7.45,85.1,4.27,92,55315,12245,24089,7437,9868,108954,184050,75096,40.8,Livrée,4
L00263,2020-02-08,E001,R001,V008,C0425,420,6.99,83.1,3.38,134,54015,10517,19209,10726,10403,104870,185184,80314,43.37,Livrée,5
L00264,2020-02-08,E001,R010,V005,C0387,340,7.64,43.63,1.32,195,28360,10105,15955,9271,8962,72653,65972,-6681,-10.13,Livrée,5
L00265,2020-02-08,E003,R002,V007,C0239,340,7.63,90.59,10.16,26,58884,11141,18467,8211,5266,101969,375660,273691,72.86,Livrée,5
L00266,2020-02-08,E006,R010,V005,C0492,340,6.31,40.83,0.9,74,26540,7014,18995,10042,9587,72178,45400,-26778,-58.98,Livrée,5
L00267,2020-02-08,E004,R015,V002,C0346,45,0.85,13.76,8.96,59,8944,0,2806,905,9623,22278,39931,17653,44.21,Livrée,5
L00268,2020-02-08,E002,R003,V004,C0111,165,3.47,27.24,2.38,145,17706,3534,8721,2767,8330,41058,57613,16555,28.73,Livrée,5
L00269,2020-02-09,E004,R012,V002,C0090,35,1.49,9.78,10.83,69,6357,0,4040,746,6964,18107,45676,27569,60.36,Livrée,4
L00270,2020-02-09,E005,R001,V007,C0385,420,7.66,118.64,9.1,20,77116,12694,23408,9844,9204,132266,485083,352817,72.73,Livrée,5
L00271,2020-02-09,E002,R014,V001,C0463,165,3.54,52.31,17.95,57,34002,3922,7725,2562,6930,55141,374541,319400,85.28,Livrée,5
L00272,2020-02-09,E003,R005,V002,C0139,185,4.06,50.4,9.64,169,32760,6053,14195,4408,7166,64582,164063,99481,60.64,Livrée,5
L00273,2020-02-09,E003,R015,V001,C0485,45,0.68,17.56,11.38,49,11414,0,1790,904,9225,23333,59619,36286,60.86,Livrée,5
L00274,2020-02-09,E006,R015,V008,C0135,45,0.33,9.27,3.85,171,6026,0,1064,1250,6648,14988,18817,3829,20.35,Livrée,4
L00275,2020-02-10,E002,R003,V002,C0012,165,2.56,44.57,6.28,120,28970,3747,5873,4722,11518,54830,123822,68992,55.72,Livrée,5
L00276,2020-02-10,E001,R001,V007,C0244,420,7.92,114.8,8.33,103,74620,9159,16237,8592,7363,115971,465481,349510,75.09,Livrée,5
L00277,2020-02-10,E002,R008,V001,C0422,235,4.66,91.5,12.29,92,59475,5521,11520,6434,5556,88506,268872,180366,67.08,Livrée,5
L00278,2020-02-10,E005,R012,V001,C0182,35,1.22,13.6,15.97,110,8840,0,4232,564,6517,20153,57537,37384,64.97,Livrée,5
L00279,2020-02-10,E001,R011,V007,C0195,275,5.64,75.31,8.29,149,48952,9477,12190,8191,10893,89703,289542,199839,69.02,Livrée,5
L00280,2020-02-10,E003,R006,V002,C0362,195,4.17,57.85,8.35,110,37602,5488,11299,4221,8488,67098,231470,164372,71.01,Livrée,4
L00281,2020-02-10,E002,R009,V006,C0122,120,2.4,45.82,12.88,25,29783,3441,4897,3599,5235,46955,134135,87180,64.99,Livrée,5
L00282,2020-02-11,E004,R003,V005,C0053,165,3.45,19.17,1.06,78,12461,3935,8200,4000,10705,39301,25912,-13389,-51.67,Livrée,5
L00283,2020-02-11,E006,R009,V003,C0474,120,2.11,46.6,21.67,106,30290,2883,4310,3379,9255,50117,317160,267043,84.2,Livrée,4
L00284,2020-02-11,E004,R009,V005,C0478,120,1.64,14.15,0.88,28,9198,3676,5638,3565,9467,31544,15441,-16103,-104.29,Livrée,5
L00285,2020-02-11,E006,R015,V001,C0416,45,1.65,14.59,12.4,34,9484,0,5106,1097,5614,21301,68252,46951,68.79,Livrée,5
L00286,2020-02-11,E005,R012,V008,C0356,35,1.55,6.91,4.75,62,4492,0,3700,642,6112,14946,18019,3073,17.05,Livrée,5
L00287,2020-02-11,E004,R015,V002,C0173,45,0.8,14.17,10.98,101,9210,0,2500,829,9506,22045,64901,42856,66.03,Livrée,5
L00288,2020-02-11,E002,R013,V002,C0179,420,6.65,113.03,8.47,141,73470,12149,16049,12333,7837,121838,415140,293302,70.65,Livrée,5
L00289,2020-02-12,E002,R012,V008,C0293,35,0.98,7.82,4.34,188,5083,0,2968,725,5894,14670,16281,1611,9.89,Livrée,5
L00290,2020-02-12,E004,R001,V002,C0375,420,7.25,130.43,9.48,10,84780,8926,20267,7652,7379,129004,484034,355030,73.35,Livrée,5
L00291,2020-02-12,E002,R003,V002,C0059,165,2.46,50.08,6.15,132,32552,4898,8504,4730,6983,57667,124005,66338,53.5,Livrée,5
L00292,2020-02-12,E005,R006,V006,C0054,195,4.28,79.18,13.51,151,51467,6552,9533,4050,5302,76904,356436,279532,78.42,Livrée,5
L00293,2020-02-12,E001,R008,V003,C0402,235,3.99,111.83,22.76,80,72690,5509,9894,6158,10135,104386,620555,516169,83.18,Livrée,4
L00294,2020-02-12,E005,R004,V004,C0257,275,6.15,54.84,1.84,137,35646,6049,19605,5911,5163,72374,53657,-18717,-34.88,Livrée,4
L00295,2020-02-12,E006,R005,V001,C0245,185,2.62,69.39,13.4,162,45104,4234,6901,4509,11109,71857,334188,262331,78.5,Livrée,5
L00296,2020-02-13,E005,R009,V003,C0149,120,2.55,45.75,14.52,183,29738,4003,8045,2249,11868,55903,178967,123064,68.76,Livrée,5
L00297,2020-02-13,E006,R006,V005,C0284,195,4.5,21.97,1.22,164,14280,4688,9674,5456,7074,41172,34043,-7129,-20.94,Livrée,4
L00298,2020-02-13,E002,R012,V004,C0368,35,0.38,6.83,2.52,86,4440,0,1175,529,6544,12688,12727,39,0.31,Livrée,4
L00299,2020-02-13,E001,R007,V004,C0016,620,15.69,127.35,1.97,63,82778,19257,50898,10275,9103,172311,151026,-21285,-14.09,Livrée,5
L00300,2020-02-13,E002,R007,V008,C0176,620,15.8,129.12,4.21,117,83928,13133,43466,15939,5373,161839,361058,199219,55.18,Livrée,4
L00301,2020-02-13,E003,R004,V002,C0028,275,5.14,77.07,6.05,61,50095,6323,17034,7033,5178,85663,149787,64124,42.81,Livrée,5
L00302,2020-02-13,E002,R004,V003,C0406,275,6.41,131.44,18.12,122,85436,8218,12875,5606,8592,120727,733690,612963,83.55,Livrée,5
L00303,2020-02-14,E006,R004,V008,C0467,275,5.4,60.96,3.57,44,39624,8900,13031,7139,9704,78398,139610,61212,43.84,Livrée,5
L00304,2020-02-14,E002,R014,V005,C0368,165,3.31,21.49,1.16,133,13968,5495,7726,4922,6074,38185,20925,-17260,-82.49,Livrée,4
L00305,2020-02-14,E002,R015,V002,C0129,45,1.22,12.91,11.16,153,8392,0,2675,680,5875,17622,74174,56552,76.24,Livrée,5
L00306,2020-02-14,E001,R011,V002,C0223,275,5.07,84.35,9.56,133,54827,7071,10868,6468,6961,86195,340063,253868,74.65,Annulée,1
L00307,2020-02-14,E002,R005,V007,C0372,185,3.28,59.08,6.92,24,38402,5305,6743,5115,5360,60925,109399,48474,44.31,Livrée,5
L00308,2020-02-14,E001,R005,V007,C0244,185,3.25,51.68,8.26,65,33592,4051,9711,3402,5133,55889,156328,100439,64.25,Livrée,5
L00309,2020-02-14,E004,R008,V007,C0426,235,4.34,77.3,6.76,100,50245,6525,11756,4277,10288,83091,173940,90849,52.23,Livrée,4
L00310,2020-02-15,E003,R009,V006,C0354,120,2.92,40.69,15.58,122,26448,2871,9395,2733,8171,49618,276607,226989,82.06,Livrée,5
L00311,2020-02-15,E001,R002,V008,C0238,340,7.11,74.95,3.36,139,48718,9925,21121,10054,9329,99147,144128,44981,31.21,Livrée,5
L00312,2020-02-15,E006,R011,V001,C0232,275,6.11,98.63,10.29,88,64110,8716,16352,8181,7050,104409,333683,229274,68.71,Livrée,5
L00313,2020-02-15,E004,R007,V004,C0326,620,16.01,110.96,2.64,92,72124,18272,50729,16377,7627,165129,230717,65588,28.43,Livrée,5
L00314,2020-02-15,E001,R001,V005,C0092,420,6.64,47.47,1.2,187,30856,10712,18900,10438,7320,78226,63323,-14903,-23.53,Livrée,5
L00315,2020-02-15,E001,R001,V004,C0003,420,7.31,84.5,2.88,12,54925,10607,19258,10072,8671,103533,144482,40949,28.34,Livrée,5
L00316,2020-02-15,E003,R004,V003,C0479,275,5.99,108.5,18.99,33,70525,6774,18297,6810,5637,108043,510000,401957,78.82,Livrée,5
L00317,2020-02-16,E006,R010,V001,C0464,340,7.79,112.02,16.97,191,72813,10785,25277,10172,8001,127048,531414,404366,76.09,Livrée,5
L00318,2020-02-16,E005,R007,V002,C0081,620,15.93,181.47,6.14,133,117956,14298,50926,9647,10644,203471,325534,122063,37.5,Livrée,4
L00319,2020-02-16,E005,R002,V001,C0044,340,6.72,122.31,10.58,28,79502,11468,13940,9237,5457,119604,538095,418491,77.77,Livrée,4
L00320,2020-02-16,E001,R011,V002,C0155,275,6.49,76.69,8.34,155,49848,8103,20564,5745,6133,90393,308828,218435,70.73,Livrée,5
L00321,2020-02-16,E002,R002,V008,C0435,340,7.68,61.95,3.17,19,40268,10547,15895,9373,11338,87421,122490,35069,28.63,Livrée,5
L00322,2020-02-16,E006,R001,V007,C0024,420,7.5,116.01,9.59,154,75406,10649,23804,10356,7284,127499,489273,361774,73.94,Livrée,5
L00323,2020-02-17,E004,R010,V001,C0404,340,7.5,131.57,12.83,43,85520,10358,15862,8085,10747,130572,528410,397838,75.29,Livrée,5
L00324,2020-02-17,E002,R002,V002,C0416,340,7.2,100.99,7.27,125,65644,9872,21420,8320,5913,111169,200805,89636,44.64,Livrée,5
L00325,2020-02-17,E002,R013,V004,C0099,420,6.86,79.34,2.42,127,51571,11765,16403,9217,11367,100323,83827,-16496,-19.68,Livrée,5
L00326,2020-02-17,E006,R015,V007,C0397,45,1.42,12.89,7.33,89,8378,0,3325,1179,6190,19072,34041,14969,43.97,Livrée,5
L00327,2020-02-17,E001,R007,V007,C0368,620,15.59,200.61,9.49,113,130397,20626,50536,17343,8988,227890,794261,566371,71.31,Livrée,5
L00328,2020-02-17,E001,R009,V007,C0171,120,2.71,37.94,8.74,31,24661,3877,6194,2289,7070,44091,112197,68106,60.7,Livrée,5
L00329,2020-02-17,E001,R006,V004,C0148,195,4.46,39.09,2.86,148,25409,3967,12706,3030,5597,50709,76393,25684,33.62,Livrée,4
L00330,2020-02-18,E001,R010,V004,C0123,340,6.55,58.9,2.73,20,38285,7486,20936,6266,6089,79062,77173,-1889,-2.45,Livrée,5
L00331,2020-02-18,E005,R002,V004,C0112,340,7.35,63.68,2.85,93,41392,7870,17269,9236,8513,84280,93644,9364,10.0,Livrée,5
L00332,2020-02-18,E001,R012,V007,C0500,35,0.28,10.17,10.76,43,6610,0,698,637,11534,19479,39411,19932,50.57,Livrée,5
L00333,2020-02-18,E005,R015,V001,C0130,45,1.14,16.93,17.75,72,11004,0,3398,1152,9947,25501,113024,87523,77.44,Livrée,5
L00334,2020-02-18,E005,R010,V002,C0068,340,6.37,101.18,9.86,173,65767,7314,20821,8398,5202,107502,423336,315834,74.61,Livrée,4
L00335,2020-02-18,E001,R015,V004,C0347,45,1.35,8.06,2.15,24,5239,0,3365,999,11070,20673,13596,-7077,-52.05,Livrée,4
L00336,2020-02-18,E003,R010,V001,C0316,340,6.76,122.22,15.34,41,79443,7475,22669,8924,11469,129980,529794,399814,75.47,Livrée,5
L00337,2020-02-19,E004,R013,V002,C0217,420,7.89,117.13,8.27,147,76134,12829,27154,7260,11039,134416,349242,214826,61.51,Livrée,5
L00338,2020-02-19,E002,R009,V007,C0388,120,2.96,38.4,6.36,80,24960,2569,10358,2889,10976,51752,96831,45079,46.55,Livrée,5
L00339,2020-02-19,E005,R007,V001,C0380,620,15.66,207.02,14.08,135,134563,15193,54038,11984,6494,222272,1141452,919180,80.53,Livrée,5
L00340,2020-02-19,E006,R011,V007,C0096,275,5.59,87.21,6.4,150,56686,9233,16229,4341,7777,94266,148624,54358,36.57,Livrée,5
L00341,2020-02-19,E006,R001,V006,C0145,420,7.19,151.45,12.09,73,98442,11319,22072,8626,8834,149293,624396,475103,76.09,Livrée,4
L00342,2020-02-19,E004,R012,V004,C0385,35,0.92,6.94,2.1,80,4511,0,2452,783,9690,17436,9095,-8341,-91.71,Livrée,5
L00343,2020-02-19,E006,R009,V003,C0033,120,2.4,57.55,15.21,156,37408,3979,5811,2713,5395,55306,161771,106465,65.81,Livrée,4
L00344,2020-02-20,E003,R002,V001,C0286,340,7.54,130.36,13.3,65,84734,11209,23558,5715,8616,133832,625767,491935,78.61,Livrée,5
L00345,2020-02-20,E006,R004,V004,C0005,275,5.41,47.38,2.77,152,30797,9161,16074,6437,8547,71016,90501,19485,21.53,Livrée,4
L00346,2020-02-20,E002,R009,V005,C0118,120,2.99,15.37,1.36,167,9990,4079,7794,3347,11364,36574,17701,-18873,-106.62,Livrée,5
L00347,2020-02-20,E002,R004,V002,C0140,275,6.15,73.78,9.57,158,47957,7473,17516,6616,11550,91112,317735,226623,71.32,Livrée,5
L00348,2020-02-20,E005,R003,V006,C0230,165,2.56,67.22,14.25,28,43693,5016,7699,3632,7637,67677,262940,195263,74.26,Livrée,5
L00349,2020-02-20,E001,R001,V004,C0160,420,7.45,86.13,1.86,30,55984,12509,24776,9805,9388,112462,94195,-18267,-19.39,Livrée,4
L00350,2020-02-20,E003,R007,V005,C0294,620,15.81,83.37,0.96,57,54190,21443,35121,12972,9655,133381,81520,-51861,-63.62,En retard,2
L00351,2020-02-21,E005,R015,V001,C0249,45,1.04,15.92,11.24,181,10348,0,2922,987,8520,22777,67179,44402,66.1,Livrée,4
L00352,2020-02-21,E003,R006,V001,C0273,195,3.83,62.81,16.17,19,40826,6316,13396,4617,5412,70567,371444,300877,81.0,Livrée,4
L00353,2020-02-21,E001,R010,V005,C0186,340,6.98,45.88,1.14,80,29822,8325,18016,9930,6409,72502,52013,-20489,-39.39,Livrée,5
L00354,2020-02-21,E006,R004,V006,C0365,275,6.05,99.17,14.74,184,64460,5741,18499,6201,5079,99980,355783,255803,71.9,Livrée,4
L00355,2020-02-21,E006,R006,V005,C0040,195,3.51,21.19,1.19,69,13774,5258,11186,3395,10856,44469,26943,-17526,-65.05,Livrée,5
